epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,625.455,0.80627,1.18246,1.06596,0.73322,0.86796,0.87993,0.72466,0.6868,0.88894,1.03544,0.002468,0.002468,0.002468
56,635.863,0.81232,1.11972,1.06472,0.8005,0.77238,0.88138,0.73064,0.69358,0.88212,1.03613,0.00239802,0.00239802,0.00239802
57,645.045,0.78001,1.17387,1.04581,0.76769,0.82603,0.86289,0.70532,0.74679,0.95369,1.07429,0.00232839,0.00232839,0.00232839
58,655.413,0.79062,1.23462,1.08275,0.70852,0.88967,0.88289,0.74339,0.63544,0.8637,1.00449,0.00225918,0.00225918,0.00225918
59,665.809,0.77487,1.15001,1.06314,0.86035,0.84009,0.89339,0.74564,0.68133,0.81577,1.01682,0.00219045,0.00219045,0.00219045
60,674.739,0.79066,1.17253,1.05327,0.78708,0.81521,0.90505,0.78888,0.59459,0.82084,0.96845,0.00212227,0.00212227,0.00212227
61,685.288,0.77581,1.19457,1.05164,0.76741,0.78476,0.86842,0.74488,0.60318,0.87341,0.98328,0.00205471,0.00205471,0.00205471
62,695.759,0.75506,1.14684,1.04176,0.79275,0.84507,0.90471,0.77149,0.65062,0.84748,0.99738,0.00198784,0.00198784,0.00198784
63,706.041,0.74793,1.1379,1.05044,0.79827,0.80973,0.88251,0.76264,0.64412,0.78757,1.00449,0.00192172,0.00192172,0.00192172
64,716.643,0.74733,1.08433,1.03733,0.77915,0.81522,0.90355,0.78673,0.61502,0.85272,0.97834,0.00185642,0.00185642,0.00185642
65,727.039,0.74266,1.11169,1.0279,0.80502,0.85399,0.88217,0.75875,0.64082,0.82987,0.98472,0.001792,0.001792,0.001792
66,737.233,0.73469,1.04909,1.02971,0.82058,0.87279,0.89967,0.77249,0.6505,0.76741,0.98687,0.00172852,0.00172852,0.00172852
67,746.366,0.74707,1.08509,1.05633,0.85204,0.83719,0.90761,0.78521,0.60717,0.75489,0.97033,0.00166605,0.00166605,0.00166605
68,756.823,0.70663,0.98991,1.03173,0.77286,0.87615,0.9193,0.79096,0.65386,0.78491,1.00918,0.00160466,0.00160466,0.00160466
69,767.243,0.6934,1.00914,1.00188,0.84405,0.82193,0.93341,0.80946,0.59903,0.72424,0.98893,0.00154439,0.00154439,0.00154439
70,777.52,0.7175,1.00644,1.0213,0.86208,0.84912,0.93987,0.80289,0.61522,0.70702,0.99356,0.00148531,0.00148531,0.00148531
71,787.284,0.7399,1.05071,1.03625,0.79093,0.90035,0.92026,0.76637,0.65495,0.76898,1.03737,0.00142748,0.00142748,0.00142748
72,797.647,0.70929,1.02689,1.01899,0.84036,0.7996,0.88944,0.7424,0.65648,0.77886,1.02584,0.00137096,0.00137096,0.00137096
73,808.045,0.74799,1.05479,1.05001,0.87819,0.8782,0.92845,0.78188,0.63746,0.66665,1.00834,0.0013158,0.0013158,0.0013158
74,817.114,0.73401,1.0377,1.03259,0.78174,0.8499,0.91282,0.78406,0.61252,0.7946,0.97338,0.00126205,0.00126205,0.00126205
75,827.683,0.75697,1.07534,1.05059,0.82525,0.86764,0.88855,0.75501,0.62263,0.76126,0.98252,0.00120977,0.00120977,0.00120977
76,837.984,0.71518,1.00329,1.02067,0.83167,0.88154,0.90467,0.76666,0.6363,0.74492,0.98259,0.00115901,0.00115901,0.00115901
77,847.374,0.69391,0.9733,1.01132,0.77009,0.89482,0.91104,0.7655,0.63708,0.73673,1.00089,0.00110982,0.00110982,0.00110982
78,857.269,0.71189,0.98865,1.02348,0.90065,0.87522,0.91659,0.78697,0.61446,0.66754,0.98957,0.00106225,0.00106225,0.00106225
79,867.6,0.67452,0.95405,0.99964,0.88853,0.82918,0.90553,0.77454,0.61116,0.74521,0.98383,0.00101635,0.00101635,0.00101635
80,878.047,0.6703,0.93468,0.99648,0.82559,0.89271,0.90685,0.77379,0.58527,0.72461,0.97085,0.000972151,0.000972151,0.000972151
81,888.025,0.65135,0.90124,0.99092,0.8412,0.91831,0.92027,0.77674,0.60596,0.66794,0.98067,0.000929712,0.000929712,0.000929712
82,898.613,0.68321,0.95257,1.02826,0.89324,0.8835,0.91693,0.78899,0.58822,0.68622,0.96282,0.000889069,0.000889069,0.000889069
83,909.131,0.66099,0.87757,1.00543,0.90328,0.86929,0.91007,0.79278,0.56404,0.67407,0.95172,0.000850262,0.000850262,0.000850262
84,919.329,0.65863,0.86469,1.00616,0.84727,0.84684,0.90466,0.79257,0.57587,0.70161,0.95186,0.00081333,0.00081333,0.00081333
85,929.27,0.65262,0.90155,1.00624,0.81998,0.91039,0.904,0.7762,0.59055,0.69929,0.95692,0.00077831,0.00077831,0.00077831
86,939.888,0.64765,0.89812,0.9936,0.81617,0.87702,0.90447,0.79383,0.56385,0.69176,0.93906,0.000745235,0.000745235,0.000745235
87,950.381,0.63625,0.85636,0.98456,0.83607,0.8581,0.92816,0.80015,0.57796,0.6886,0.95859,0.000714139,0.000714139,0.000714139
88,959.929,0.66251,0.8749,1.00597,0.83092,0.91807,0.92735,0.81551,0.57145,0.68921,0.944,0.000685052,0.000685052,0.000685052
89,970.297,0.64095,0.85068,0.99141,0.90015,0.88366,0.93522,0.80487,0.59259,0.65538,0.95159,0.000658003,0.000658003,0.000658003
90,980.818,0.62613,0.83546,0.98674,0.89324,0.86816,0.93999,0.80985,0.59332,0.63911,0.95649,0.000633018,0.000633018,0.000633018
91,992.123,0.46828,0.51064,0.89206,0.80105,0.92245,0.93053,0.79669,0.6001,0.68441,0.96001,0.000610123,0.000610123,0.000610123
92,1001.69,0.46917,0.50067,0.90454,0.86241,0.85104,0.90996,0.79317,0.57036,0.63346,0.95129,0.000589339,0.000589339,0.000589339
93,1011.63,0.45465,0.47371,0.90072,0.83076,0.85759,0.91584,0.79766,0.58998,0.66367,0.95855,0.000570688,0.000570688,0.000570688
94,1021.81,0.46463,0.47775,0.89911,0.84226,0.85846,0.91807,0.79522,0.59258,0.66327,0.96012,0.000554187,0.000554187,0.000554187
95,1031.7,0.45278,0.45943,0.89528,0.82476,0.89964,0.913,0.79021,0.57703,0.69301,0.95555,0.000539854,0.000539854,0.000539854
96,1040.87,0.44466,0.4826,0.88451,0.84837,0.86094,0.92271,0.80211,0.58995,0.70011,0.96098,0.000527701,0.000527701,0.000527701
97,1051.02,0.44149,0.46722,0.88794,0.82604,0.89155,0.90721,0.7894,0.57114,0.7035,0.94645,0.000517742,0.000517742,0.000517742
98,1061.42,0.44029,0.4562,0.89393,0.78314,0.92842,0.9232,0.80724,0.56516,0.67718,0.94668,0.000509986,0.000509986,0.000509986
99,1070.63,0.43634,0.44726,0.89146,0.79467,0.92801,0.926,0.82018,0.54155,0.66288,0.9332,0.00050444,0.00050444,0.00050444
100,1081.83,0.42358,0.42092,0.89581,0.90273,0.8424,0.93956,0.82394,0.54489,0.63103,0.9357,0.00050111,0.00050111,0.00050111
