epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,557.158,1.59343,2.17839,2.09085,0.74492,0.82724,0.86294,0.73657,1.20313,1.41568,1.94354,0.000711596,0.000711596,0.000711596
43,569.092,1.44274,1.9744,2.06722,0.71633,0.84756,0.85342,0.72497,1.22126,1.27996,1.95046,0.000699476,0.000699476,0.000699476
44,582.066,1.50106,2.11415,2.04833,0.73791,0.8175,0.86025,0.7364,1.18334,1.53358,1.92809,0.000687257,0.000687257,0.000687257
45,594.945,1.51735,2.03076,2.0632,0.75452,0.80035,0.84506,0.73689,1.20863,1.52655,1.93499,0.000674953,0.000674953,0.000674953
46,607.549,1.51482,2.09789,2.0938,0.75198,0.79931,0.88724,0.76657,1.19545,1.41345,1.9036,0.000662574,0.000662574,0.000662574
47,620.253,1.44908,1.9746,2.03191,0.75998,0.90089,0.89689,0.7852,1.14257,1.27582,1.89048,0.000650133,0.000650133,0.000650133
48,632.947,1.49497,2.11798,2.05912,0.81173,0.87581,0.89396,0.7713,1.13741,1.42021,1.87965,0.000637643,0.000637643,0.000637643
49,645.645,1.51437,2.11129,2.07432,0.80182,0.72565,0.82752,0.70105,1.20189,1.42787,1.92718,0.000625116,0.000625116,0.000625116
50,657.813,1.46986,1.85581,2.04106,0.77552,0.73569,0.84502,0.73195,1.18191,1.55668,1.9397,0.000612564,0.000612564,0.000612564
51,669.926,1.47939,1.89986,2.01306,0.82598,0.80408,0.85583,0.73859,1.28677,1.33167,1.94111,0.0006,0.0006,0.0006
52,681.891,1.47211,1.95399,2.07689,0.80637,0.84548,0.86678,0.77493,1.06672,1.22695,1.85683,0.000587436,0.000587436,0.000587436
53,694.456,1.45285,1.85472,2.01322,0.75787,0.80412,0.84129,0.73122,1.1835,1.57989,1.90391,0.000574884,0.000574884,0.000574884
54,707.001,1.35084,1.84203,1.98548,0.81279,0.78072,0.85851,0.74322,1.14685,1.4581,1.89028,0.000562357,0.000562357,0.000562357
55,719.716,1.39268,1.86546,2.03202,0.83034,0.83004,0.90115,0.7975,1.14691,1.10901,1.88054,0.000549867,0.000549867,0.000549867
56,732.616,1.37914,1.73078,2.01983,0.81856,0.78626,0.84592,0.72719,1.1724,1.47617,1.88868,0.000537426,0.000537426,0.000537426
57,745.246,1.3076,1.8113,1.98436,0.85938,0.79787,0.90246,0.77439,1.18532,1.40949,1.90301,0.000525047,0.000525047,0.000525047
58,758.213,1.36667,1.89677,2.01247,0.81815,0.87157,0.89492,0.79561,1.05809,1.13155,1.83709,0.000512743,0.000512743,0.000512743
59,772.299,1.36347,1.74489,2.03326,0.77308,0.89003,0.89361,0.78258,1.10026,1.28101,1.86732,0.000500524,0.000500524,0.000500524
60,784.507,1.38778,1.81832,2.00043,0.80142,0.87917,0.9045,0.77209,1.17784,1.29067,1.90799,0.000488404,0.000488404,0.000488404
61,796.527,1.3169,1.7771,1.99431,0.79756,0.85058,0.89758,0.77229,1.12181,1.35072,1.89805,0.000476393,0.000476393,0.000476393
62,808.704,1.33143,1.68122,1.98216,0.81871,0.82463,0.87858,0.75205,1.1913,1.33877,1.89852,0.000464505,0.000464505,0.000464505
63,821.333,1.31327,1.7723,2.00545,0.80524,0.75451,0.85942,0.75855,1.06266,1.44727,1.85401,0.00045275,0.00045275,0.00045275
64,834.056,1.31126,1.63711,1.97292,0.80343,0.82475,0.87392,0.77176,1.06452,1.3094,1.85462,0.000441141,0.000441141,0.000441141
65,846.796,1.34766,1.85081,1.98512,0.83573,0.87026,0.89095,0.77158,1.10055,1.34049,1.88065,0.000429688,0.000429688,0.000429688
66,859.418,1.28615,1.70884,1.97501,0.82247,0.75214,0.82655,0.72023,1.09821,1.62351,1.85262,0.000418404,0.000418404,0.000418404
67,872.055,1.35117,1.73861,2.04095,0.76788,0.8775,0.87109,0.76826,1.04656,1.34984,1.83828,0.000407299,0.000407299,0.000407299
68,884.713,1.26892,1.63611,1.97116,0.83842,0.81853,0.89098,0.78073,1.01798,1.22929,1.82258,0.000396383,0.000396383,0.000396383
69,896.305,1.21743,1.56433,1.93504,0.80956,0.86541,0.88455,0.77009,1.12667,1.31354,1.88894,0.000385669,0.000385669,0.000385669
70,908.263,1.26967,1.57776,1.96942,0.88541,0.85502,0.92726,0.81732,1.06413,1.04079,1.84596,0.000375167,0.000375167,0.000375167
71,921.037,1.27094,1.58529,1.98228,0.90011,0.83511,0.91966,0.79789,1.08762,1.03661,1.86182,0.000364886,0.000364886,0.000364886
72,933.799,1.19904,1.5063,1.92893,0.83002,0.8244,0.89541,0.78862,1.06688,1.17608,1.85286,0.000354837,0.000354837,0.000354837
73,946.494,1.25218,1.57846,1.98097,0.82718,0.8591,0.90746,0.79702,1.11087,1.08201,1.86587,0.00034503,0.00034503,0.00034503
74,959.346,1.2816,1.59931,1.97374,0.86564,0.80863,0.88981,0.78944,1.00287,1.25276,1.82824,0.000335475,0.000335475,0.000335475
75,972.385,1.29638,1.67262,1.99865,0.90641,0.8451,0.91404,0.8052,1.01985,1.08428,1.84984,0.000326181,0.000326181,0.000326181
76,985.171,1.24972,1.56287,1.95885,0.89389,0.89274,0.93627,0.83097,1.00673,1.0348,1.81584,0.000317157,0.000317157,0.000317157
77,997.887,1.17496,1.51029,1.93705,0.78292,0.85937,0.8961,0.8024,0.96029,1.2435,1.8052,0.000308413,0.000308413,0.000308413
78,1012.63,1.23844,1.58183,1.96237,0.85976,0.91291,0.93602,0.83466,0.99366,0.96838,1.82189,0.000299956,0.000299956,0.000299956
79,1025.15,1.19133,1.47989,1.946,0.88303,0.85337,0.93089,0.8215,1.02499,1.13199,1.84445,0.000291795,0.000291795,0.000291795
80,1037.41,1.15137,1.4438,1.91969,0.80118,0.85136,0.89007,0.78087,1.05563,1.20797,1.86446,0.000283938,0.000283938,0.000283938
81,1050.06,1.11616,1.43056,1.91521,0.84038,0.83319,0.89066,0.78509,1.00644,1.23591,1.84703,0.000276393,0.000276393,0.000276393
82,1063.23,1.1884,1.50037,1.9879,0.91415,0.85853,0.91493,0.80726,1.01897,1.09244,1.83619,0.000269168,0.000269168,0.000269168
83,1076.24,1.18053,1.37076,1.9538,0.89931,0.86785,0.92,0.82674,0.95012,1.08423,1.77854,0.000262269,0.000262269,0.000262269
84,1089.26,1.15292,1.33796,1.93119,0.79331,0.89199,0.9006,0.80948,0.94925,1.25957,1.7848,0.000255703,0.000255703,0.000255703
